,0
1004,Ich habe ein paar Mal probiert und .... nichts besonders .
1005,"Wässerig , leichtes Aroma , hell-gelbe Farbe , eine mittlere Menge Schaum , kann ich nur 5/10 geben ."
1006,Alles klar .
1007,Ich sage : überbewertet !
1008,"Ja , ist kein schlechtes Gebräu , aber der Überflieger ist es nicht ."
1009,"OK , die Neu-Berliner hebeln sich das rein als gäbe es keinen Morgen , aber so dolle ist es nicht ."
1010,"Das Etikett ist Lustig , die Neu-Berliner fahren da voll drauf ab , warum auch immer ."
1011,Ich finde es sehr altbacken .
1012,"Das eingiessen : ja , strohblond und eine dolle Krone , wieder die drei Lagen Perlen : unten fein und feinst , mittig die etwas gröberen Perlen und obenauf die großen bis echt großen Blasen ."
1013,"Die Schaumfarbe ist fast weis , das gefällt mich sehr ."
1014,"Ein Geruch oder ein bestimmes Geruchsaroma ist nur ganz leicht hinten zu erahnen , leicht hopflig-malzig , fast was von .... ich kann es nicht beschreiben , entschuldigung ."
1015,"Der Geschmack : jaaaaa , was soll ich da sagen ."
1016,"Ich sage mal : ein teures , süffiges , ballerbier ."
1017,Warum ?
1018,"Weil man sich locker davon 6 in den Kopf schieben kann ohne das der Geschmack darunter leidet , weil ein echtes Geschmack an sich kaum vorhanden ist ."
1019,"Es ist Leicht im Mund , der Alkohol ist nicht zu realisieren ."
1020,Die Perlung im Mund ist wirdlich angenehm und verursacht keine Rülpsattacken .
1021,Ich persönlich finde dies Bier doch überbewertet .
1022,Aber zum Feiern und als Schlüpferstürmer ideal .
1023,"Kastenwürdig , wenn auch an sich zu teuer ."
1024,"Beste Lager aller Zeiten ,"
1025,"Der Antrunk ist wässrig , der Durchgang ist ungewohnt ( nicht definierbar ) und der Nachgeschack ist säuerlich ."
1026,Überhaupt nicht mein Fall .
1027,"Dazu kommt das sauschlechte Preis / Leistungsverhältnis ( 0,95 € ) ."
1028,Nie wieder !
1029,"Test vom 12. 6. 2009 , Gebinde : Glasflasche"
1030,Am Air Berlin Terminal in Tegel kommt man am Augustiner nicht vorbei . immerhin gezapft vom Fass .
1031,"Aber welche Enttäuschung , da hätte ich bei der Traditionsmarke mehr erwartet ."
1032,Das Bier hat eine mässig brillante Farbe und sieht sehr schnell schal aus .
1033,"Der Duft ist frisch , erinnert allerdings mehr an einen schäbigen Softdrink ."
1034,"Der Antrunk ist frisch und spritzig mit viel Kohlensäure , aber dann dieser säuerliche Abgang , wie ein mieser Prosecco ."
1035,Nein das Zeug taugt nur als Durstlöscher wenn es sonst nichts anderes gibt .
1036,Hoffentlich hat der Flieger nach Stuttgart keine Verspätung
1037,Süffig ohne und Ende und klasse Etikett .
1038,Der Gesamteindruck überzeugt mich dennoch nicht ganz .
1039,Ist mir zu süß .
1040,Aber die ganzen Bartträger trinken es gerne hier .
1041,"Merke , was der Hipster toll findet , das meide ."
1042,"Als älteste Brauerei Münchens kann sich die Augustiner Brauerei dieses altbackene , in jeder Hinsicht geschmacklose Etikett vielleicht leisten ."
1043,Mich interessiert es nicht weiter .
1044,Hauptsache der Inhalt ist geschmackvoll .
1045,Im Glas macht es jedenfalls schon mal eine gute Figur .
1046,"Strohblond , blank mit einer schönen Blume perlt es munter vor sich hin ."
1047,"Ein malziger , kerniger , leicht süßlicher Duft entströmt dem Glas ."
1048,"Der Antrunk ist malzbetont und süßlich , aber schnell ist auch der Hopfen zu schmecken , der hier einen guten ausgleichenden Job macht , für meinen Geschmack aber noch etwas kräftiger sein könnte ."
1049,Die leichte Rezenz sorgt mit dem weichen Wasser für eine enorme Süffigkeit .
1050,"Für mich eins der besseren Hellen , wobei man auf die richtige Trinktemperatur achten sollte ."
1051,"Zu kalt darf es nicht sein , sonst wirkt es zu flach ."
1052,"Wenn man gerne Helles trinkt und in Berlin wohnt , kommt man am ubiquitären Augustiner Hell nicht vorbei ."
1053,"Das Erste ist immer klasse , aber das Bier wird schnell lasch und bekommt dann einen süßmalzigen Nachgeschmack , dass das zweite nicht mehr so gut runtergeht ."
1054,Leichter Kopfschmerzverdacht .
1055,Goldgelb und klar steht das Helle mit einer Weissen Blume im Glas .
1056,Im Geruch sehr getreidig .
1057,Im Geschmack ebenfalls sehr getreidig .
1058,Schön süffig .
1059,Lecker .
1060,Aus dem Fass frisch gezapft finde ich es aber am besten .
1061,"Nachdem ich sehr begeistert bin vom Augustiner Oktoberfestbier , habe ich heute mal das Lagerbier hell probiert ."
1062,Mein Eindruck war leider entäuschend .
1063,Vom Geschmack her eher leicht süßlich und irgendwie ein komischer Geschmack .
1064,Kurz gesagt : Nicht mein Bier !
1065,Ein leckeres Helles .
1066,"Trotz des komischen Labels hat das Zeug einen ziemlichen "" In "" -Status - gibts bei uns in einigen "" Szeneläden "" und auch im angesagten Burgerladen ."
1067,"Hmm , soo besonders find ichs jetzt nicht ."
1068,"Ist klar sehr süffig , mir schon fast zu süßlich und es könnte würziger sein ."
1069,"Viel Hopfen erwarte ich natürlich in einem Hellen nicht , aber einen kleinen Tacken mehr könnte es schon vertragen ."
1070,"Läuft gut , aber grad z. B. das Tegernseer gefällt mir weit weit besser ."
1071,"Ach ja , das ehemals hippe , inzwischen doch recht etablierte Augustiner soll es also heute sein ."
1072,Zum Bier an sich muss man eigentlich nicht viel sagen .
1073,Es dürfte jedem Bierliebhaber zwischen Flensburg und Konstanz aus dem Späti oder Supermarkt bekannt sein .
1074,"Das Etikett ist eher rustikal gehalten und gefällt durch die etwas missglückte Farbgestaltung ( grün , gold , blau und weiß auf brauner Flasche ) nicht wirklich ."
1075,"Die Flasche an sich gefällt mir durchaus , ich bin aber auch bekennender Euroflaschen-Liebhaber ."
1076,"Dann wollen wir mal sehen , was das Gebräu beim bewussten Verkosten so hergibt ."
1077,"Die Farbe des Bieres ist strohgelb , es sprudelt ordentlich und auch eine recht stabile Schaumkrone bildet sich heraus ."
1078,"Es riecht leicht fruchtig , aber in Summe recht unbestimmt ."
1079,Da kann man nicht viel zu sagen .
1080,Geschmacklich versteht es dann doch mich ein ums andere Mal zu überzeugen .
1081,"Vorne fruchtig , mäßig rezent , mit leicht herbem Abgang ."
1082,Das ist eine runde Sache und alles was ich mir von einem Hellen erhoffe .
1083,"Kein Fehlgeschmack , keine dominanten Malz- oder Hopfenaromen , in Summe recht leicht , aber durchaus lecker ."
1084,Das passt .
1085,Als erstes vermisse ich mal ein rückseitiges Etikett mit einer netten Beschreibung dieses Bieres .
1086,"Aber so san´s-die Bayern , und besonders die Münchner : Pech gehabt , wann´s des net kennst ..."
1087,"Na gut , lustig illustrierter Mönch auf uriger flasche , immerhin die Beschreibung "" Lager hell "" und Vollbier sowie 5,2 Umdrehungen sind beschrieben ."
1088,"Die Krone baut sich schön auf und hält sich eine Weile , daraus entsteigende vielversprechende Malznoten , machen richtig Bock auf den ersten Schluck ."
1089,"Auf der Zunge dann viel Malz , recht spritzig und angenehm in diesen heißen Tagen ."
1090,Doch der Abgang ?
1091,Warum so viel Säure ?
1092,Es fehlt mir auch an Körper .
1093,"Statt dessen nur Säure ... nicht mein Ding , da ich das Spalter helle Vollbier schon kenne , muss das so auch nicht sein ."
1094,"Könnte die Augustiner noch besser machen , da bin ich sicher !"
1095,"Ist doch schön , wenn ein Bier polarisiert ."
1096,Und das tut das Augustiner .
1097,"Meins ist es nicht , weil hinter dem Hype meiner Meinung nach ein einfaches und recht langweiliges Helles steht ."
1098,"Mut erfordert dieses Bier nur wegen seines wirklich "" kultigen "" Etiketts ."
1099,"Wenn man später seinen Kindern Bilder zeigt , wo man dieses Bier in der Hand hat , dürfte es den Effekt von Hornbrillen und langen / breiten Koteletten haben ."
1100,"Und es werden Sätze fallen , wie "" das trank man damals und schon damals war das sehr damals , äh , guck mal auf dem nächsten Bild ist ein süßes Kätzchen ! """
1101,Überbewertet und gar nicht mein Fall !
1102,Tegernseer ist um Längen besser ...
1103,Da wollte ich mir ein so oft und auch hoch bewertetes Bier nicht entgehen lassen und habe mir mal 2 Flaschen gegönnt .
1104,Das Bier hat eine sehr helle Farbe mit wenig kompakten Schaum der schnell zerfällt .
1105,Der Geruch ist schwach und unauffällig .
1106,Der malzige Antrunk ist leicht süßlich .
1107,Später etwas fruchtig und wässrig .
1108,Im kurzen Abgang noch leicht hopfig .
1109,Da hätte ich mir mehr von versprochen .
1110,Bin etwas verwundert über die vielen Top Bewertungen .
1111,Es ist für mich viel zu lasch und kommt wie eine zu schwach gesalzene Suppe daher .
1112,Auffallend : Die leichte Süße ist eher unangnehm und hält sich tapfer bis in den Nachtrunk .
1113,Da hat mir als Nichtmünchner das Hofbräu Original wesentlich besser geschmeckt .
1114,Bei Gelegenheit werde ich aber auch noch andere Augustiner Produkte verkosten .
1115,Vielleicht passt es dann eher .
1116,Das Bier ist in meinem Glas äußerst schwachkronig .
1117,Sehr hell .
1118,"Es schmeckt im Antrunk leicht hopfig , danach relativ schwerfällig süß ."
1119,Durch die Süße stopft es auch ziemlich .
1120,"Ich persönlich finde ja , dass das Bier zu hoch gejubelt wird ."
1121,Es schmeckt einfach ungewöhnlich süß und dadurch enorm süffig .
1122,Auch das Etikett überzeugt nur bedingt .
1123,"Normale Flasche , nettes Etikett ."
1124,"Im Glas hellgelb , minimale Perlung und top feinporige Schaumkrone ."
1125,Es duftet malzig-getreidig ( und vielversprechend ) .
1126,Und ja : So schmeckt es auch .
1127,Ein absolut vollmundiger Geschmack .
1128,"Mild , würzig , frisch , sehr angenehm ."
1129,Das kommt definitiv auf meine Merkliste .
1130,Ein Klassiker .
1131,Immer wieder lecker .
1132,"Das Augustiner gibts ja hier in München zu genüge , und wie ich sehe gibt es auch ein haufen Bewertungen schon , deshalb werde ich mich kurz halten Das Bier ist ordentlich und schmeckt ;-) 8/10"
1133,"Naja , um die "" Begeisterung "" für dieses Bier nachvollziehen zu können , muß man wohl Münchner oder zu mindest ziemlich bayo-phil "" angehaucht "" sein ... ???!"
1134,"Ich bin beides nicht und bewerte das Augustiner als "" Außenstehender "" also ganz nüchtern : Die 80er Jahre € uroflasche hat schon mal das absolut hässlichste Etikett , was ich jeh gesehen habe ."
1135,In der Konstellation mit der unscharf geprägten blau-grün-goldenen ( fast ) Neon-Coloration erschien mir der abgebildete Mönch ( ... der es wohl sein soll ) auf den ersten Blick eher als Seeräuber ...
1136,Das längere betrachten dieses unästhetischen Etiketts verursacht mit hoher Wahrscheinlichkeit Augenkrebs .
1137,"Viel Farbe , wenig Information ..."
1138,Beim Eingießen schäumt es gemischtporig mit einigen großen Blubberblasen ... ist aber alles schnell wieder weg .
1139,"Ich hatte großen Durst , also hätte der Schaum gar nicht lange durchhalten müssen ..."
1140,"Geruch konnte ich "" mit leicht verstopfter Nase "" keinen auffallenden feststellen ."
1141,Das Bier schmeckt von Antrunk bis Abgang gleichbleibend nach getreidehaltigem Gemüsesaft ohne jegliche Bitter- oder ( von mir aus auch anderweitiger ) Aromawürze .
1142,"Ich kann in keiner Weise nachvollziehen , was ein Großteil der Bierbasis-User dazu veranlaßt , diese Bier als "" das Beste überhaupt "" zu voten , außer das dieses Bier halt hell ist und aus Bayern kommt und dieser große Teil der User wohl auch ... also ich meine aus Bayern kommen ."
1143,"Mein "" Ding "" ist es definitiv nicht !"
1144,"Vorab : Ein Gustl war , wie wahrscheinlich bei den meisten Münchnern , das erste Bier was ich jemals getrunken habe und wird wahrscheinlich auch das letzte sein , was ich mir in ferner Zukunft auf meinem Sterbebett genüsslich zu gemüte führen werde ."
1145,Es hat meinen Biergeschmack maßgeblich geprägt und ich trinke es immer wieder gerne .
1146,"Ich kenne keinen Münchner , der es nicht trinkt ."
1147,"Zum Bier : Hervorragendes , erfrischendes Helles mit relativ viel Kohlensäure , Label mit Kultstatus ."
1148,Immer wieder mal ganz nett . auf Dauer mir zu viel Kohlensäure
1149,Unter den etablierten Bieren ( ich meide bewusst das Wort Massenbier ) ist dieses sicherlich eines meiner Liebsten .
1150,Herrlich erfrischend mit lang anhaltendem Nachgeschmack .
1151,Leider hatte ich noch nicht das Vergnügen dieses herausragende Helle aus dem Fass zu verkosten .
1152,Hipster-Bier aus München .
1153,"In Bayern lange Zeit eher ein Underdog und vor allem bei Einheimischen beliebt , in Norddeutschland jedoch auch in vielen Getränkemärkten und „ Szene “ -Lokalen zu finden ."
1154,"Klassische Euroflasche mit rustikalem , aber nicht altbackenem Design . 5,2 Umdrehungen und kein Hopfenextrakt ."
1155,"Der Schaum ist etwas blasig und leider nicht sehr beständig , sieht sehr hell aus und riecht frisch und getreidig ."
1156,"Antrunk sehr süß , womöglich das süßeste helle Vollbier , das ich kenne ."
1157,"Körper wässrig-säuerlich , fast wie Mineralwasser ."
1158,Im Abgang dann dezent malzig und leicht herb – hier gefällt es mir am besten .
1159,"Absolut süffig und massenhaft trinkbar , aber für meinen Geschmack zu süß und zu wenig Würze ."
1160,Sollte am Besten im Glas getrunken werden .
1161,"Das Bier ist einen Blick wert , weil es sich von anderen Hellen unterscheidet , ist aber insgesamt überbewertet ."
1162,"Wer es etwas würziger mag , sollte lieber zum Edelstoff greifen ."
1163,Einfach unschlagbar
1164,20. 5. 2015 : Ich nehm' bei jeder Neubetrachtung merkwürdigerweise einen Öffner weg .
1165,Diese Verbindung aus einer netten Hopfigkeit und geschmeidiger Süsse in seiner Milde läuft zwar wie Manna .
1166,Aber mit zunehmernder sommerlicher Wärme wird mir das auch - ums mal niederrheinisch auszudrücken - etwas zu plörrig .
1167,Oder zu viel .
1168,"Steht bei mir in dieser Süsse , die ich gerade wahrnehme , schwer unter Haupthaaransatzschmerzen- und Fuselverdacht ."
1169,"Mein derzeitiges Fazit : Ein Bier , das eher im Winter oder bei kühlerem Sommerklima glücklich macht ."
1170,"Im Sommer verträgt ein Biergetränk mehr Kernigkeit und Säure . 12. 3. 2015 : s'ist schwer , das Geheimnis dieses Biers zu ergründen ."
1171,Es ist beginnend immer so leicht und prickelnd wie ein Schluck ausm Bergbach auf 'ner Wanderung .
1172,Geschmacklich wird's nie auch nur ein Hauch derb .
1173,"Aber bei der zweiten Halben stellen sich eine leichte Herbe und schöne Würze ein , die sehr gefallen und ausgezeichnet miteinander können ."
1174,"Schätze , das begründet seine Beliebtheit und s'braucht Sorgfalt und Können ein Helles so zu machen ."
1175,"Nichts besonders Besonderes , aber in seiner Art sehr Schönes mit schönem Aroma ."
1176,Deshalb mit etwas Laune : neun Öffner .
1177,Hat wesentlich mehr Charakter als der sonstige Münchner Einheitssoach .
1178,Schmeckt auch nach Jahren noch .
1179,"Kreidebleiche Farbe , nicht übertrieben würzig ."
1180,Das beste Helle der Welt .
1181,Mehr brauch man nicht sagen .
1182,"Für mich eines der besten Biere einer deutschen Großbrauerei , die sich klar von den anderen Münchner Brauereien abhebt ."
1183,"Endlich habe ich dieses Bier mal bekommen , bei uns ."
1184,Jetzt konnte ich es auch verkosten .
1185,Ich trinke gerne Lagerbiere und habe durchaus hohe Ansprüche .
1186,Diesmal sage ich nicht viel zum Aussehen und Geschmack .
1187,"Ich sage nur , dieses Bier ist wunderbar ."
1188,Ein sehr sehr gutes Lager . 10/10 Punkte LG
1189,"Süffiges Bier , das Label gefällt mir nicht ."
1190,7 Points .
1191,Die Optik der Flasche .. naja klassisch .
1192,"Dem einen gefällt es , ich finde es etwas altbacken ."
1193,Gibt aber weit schlimmere und vor allem langweiligere Flaschen .
1194,Das Bier selbst ist recht hell mit einer schönen stabilen Krone .
1195,Riecht doch recht hopfig mit einer leicht süßen Zwischennote .
1196,Geschmacklich sehr ausgewogen .
1197,Keine Extreme .
1198,"Die Kohlensäure ist gut , das Bier ist nicht zu mild , nicht wirklich herb , recht voll vom Körper ."
1199,"Ein wirklich gelungenes Helles , dass viele Geschmäcker trifft ."
1200,"Aber genau das , trennt es von einem perfekten Bier"
1201,Die Wahrheit liegt wie so oft in der Mitte .
